"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 11 16:04:26 IST 2026","Fri Sep 11 16:04:33 IST 2026","7437","Suite","M2006C3MII","com.intelehealth.tests.LoginMenuTest","com.intelehealth.tests.LoginMenuTest","IDA4_1943_verifyForgotUsernameDialogBox","Verify that user is able to navigate to setup page when the terms & conditions box is checked",""
"broken","Fri Sep 11 17:09:59 IST 2026","Fri Sep 11 17:14:24 IST 2026","265641","Suite","M2006C3MII","com.intelehealth.tests.VisitSummaryTest","com.intelehealth.tests.VisitSummaryTest","IDA4_2175_verifyEditOptionFunctionalityBesidePatientName","Verify edit option functionality beside patient name",""
"broken","Fri Sep 11 17:51:15 IST 2026","Fri Sep 11 17:56:13 IST 2026","298552","Suite","M2006C3MII","com.intelehealth.tests.VisitSummaryTest","com.intelehealth.tests.VisitSummaryTest","IDA4_2190_verifyClickingOnCloseButtonOnTheDocumentUploaded","Verify clicking on close button on the document uploaded",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2459_VerifyOptions","Verify the options displayed for the 1st question",""
"passed","Fri Sep 11 16:42:03 IST 2026","Fri Sep 11 16:43:39 IST 2026","95973","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2311_verifyChangeOptionForAddressDetails"," Verify clicking on change option for Address details",""
"broken","Fri Sep 11 16:47:38 IST 2026","Fri Sep 11 16:49:51 IST 2026","133105","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2313_verifyChangeOptionForAOtherDetailsScreen","Verify clicking on change option for Other details",""
"skipped","Fri Sep 11 17:06:46 IST 2026","Fri Sep 11 17:06:47 IST 2026","1026","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2517_verifyUserAbleToSelectOptionInTenOftTwelveQuestions","Verify whether user able to select any options in 10 of 12",""
"broken","Thu Sep 10 17:32:30 IST 2026","Thu Sep 10 17:33:02 IST 2026","32393","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2590_verifyClickingOnPhotoInFourOfSix","Verify when user selects take photo option in 4 of 6",""
"skipped","Fri Sep 11 17:06:39 IST 2026","Fri Sep 11 17:06:40 IST 2026","918","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2499_verifyEightOfTwelveQuetionsIsDisplayed","Verify whether user able to select any options in 7 of 12",""
"passed","Fri Sep 11 13:34:28 IST 2026","Fri Sep 11 13:34:36 IST 2026","7723","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","testAppointmentFilter","Verify the appointment filters in Past section",""
"passed","Fri Sep 11 13:48:17 IST 2026","Fri Sep 11 13:48:32 IST 2026","14486","Suite","M2006C3MII","com.intelehealth.tests.DashboardModuleTest","com.intelehealth.tests.DashboardModuleTest","IDA4_2508_verifyThatLastSyncedTimeAndDateDisplayOnTopOfThePage","Verify that Last synced Time and Date Display on top of the page",""
"passed","Fri Sep 11 13:46:41 IST 2026","Fri Sep 11 13:46:53 IST 2026","12750","Suite","M2006C3MII","com.intelehealth.tests.DashboardModuleTest","com.intelehealth.tests.DashboardModuleTest","IDA4_2507_verifyThatAddedLocationIsDisplayOnTopOfThePage","Verify that Added Location is display on top of the page",""
"broken","Fri Sep 11 15:41:42 IST 2026","Fri Sep 11 15:42:10 IST 2026","27860","Suite","M2006C3MII","com.intelehealth.tests.FindPatientTest","com.intelehealth.tests.FindPatientTest","IDA4_2221_verifyValidPatientSearch"," Verify the Search functionality by entering valid patient name in the search box",""
"passed","Thu Sep 10 15:07:41 IST 2026","Thu Sep 10 15:07:45 IST 2026","3966","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2563_verifyOneOfSixQuestionsOptions","Verify 1 of 6 questions is shown to user",""
"passed","Fri Sep 11 16:28:38 IST 2026","Fri Sep 11 16:28:47 IST 2026","9733","Suite","M2006C3MII","com.intelehealth.tests.AddNewPatientTest","com.intelehealth.tests.AddNewPatientTest","IDA4_2259_verifyDeclineButtonFunctionality","Verify the functionality of Decline button on Privacy Policy screen",""
"passed","Thu Sep 10 15:43:30 IST 2026","Thu Sep 10 15:43:42 IST 2026","12779","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2596_verifyFiveOfSixQuestionsIsDisplayedWithOptions","Verify 5 of 6 questions is shown to user ",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2438_verifyFuntionalityOfSelectedReason","Verify the functionality of Selected reason section",""
"skipped","Fri Sep 11 17:06:49 IST 2026","Fri Sep 11 17:06:50 IST 2026","930","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2522_verifyElevenOftweOfTwelveQusetionsIsDisplayed","Verify entering any data in describe field or select any option and click on submit button in 10 of 12",""
"passed","Fri Sep 11 13:37:59 IST 2026","Fri Sep 11 13:38:12 IST 2026","13037","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2392_verifySearchByOpenMrsIdInPastAppointments","verify search with open mrs id",""
"broken","Thu Sep 10 17:24:30 IST 2026","Thu Sep 10 17:24:55 IST 2026","24590","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2567_verifyClickingOnPhotoInOneOfSix","Verify clicking photo in 1 of 6",""
"passed","Fri Sep 11 13:54:39 IST 2026","Fri Sep 11 13:54:53 IST 2026","13711","Suite","M2006C3MII","com.intelehealth.tests.DashboardModuleTest","com.intelehealth.tests.DashboardModuleTest","IDA4_2062_verifyThatAddPatientSectionDisplayedWithArrowIcon","Verify that Add patient section displayed with arrow icon",""
"broken","Fri Sep 11 17:25:33 IST 2026","Fri Sep 11 17:30:20 IST 2026","286982","Suite","M2006C3MII","com.intelehealth.tests.VisitSummaryTest","com.intelehealth.tests.VisitSummaryTest","IDA4_2183_verifyClickingOnAddAdditionalDocument","Verify clicking on Add additional document",""
"passed","Fri Sep 11 13:03:05 IST 2026","Fri Sep 11 13:03:16 IST 2026","11141","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2382_verifyYesButtonFunctionality","Verify the Yes button functionality in cancel appointment popup",""
"unknown","Fri Sep 11 12:56:37 IST 2026","Fri Sep 11 12:56:37 IST 2026","0","Suite","M2006C3MII","com.intelehealth.tests.AppointmentsTest","com.intelehealth.tests.AppointmentsTest","IDA4_2344_verifyCancelledSectionUnderUpcomingTab","Verify Cancelled section under Upcoming tab","Deprecated due to new UI redesign"
"passed","Fri Sep 11 14:06:05 IST 2026","Fri Sep 11 14:06:21 IST 2026","15544","Suite","M2006C3MII","com.intelehealth.tests.DashboardModuleTest","com.intelehealth.tests.DashboardModuleTest","IDA4_2073_verifyThatAchievementsOnBottomNavigateToMyAchievementsPage","Verify that Achievements on Bottom navigate to My Achievements page",""
"passed","Fri Sep 11 14:16:23 IST 2026","Fri Sep 11 14:16:47 IST 2026","24409","Suite","M2006C3MII","com.intelehealth.tests.PrescriptionsTest","com.intelehealth.tests.PrescriptionsTest","IDA4_2078_verifyReceivedPrescriptionsPatientsListedInRecentVisit","Verify received prescriptions patients listed in recent visit",""
"broken","Thu Sep 10 15:31:13 IST 2026","Thu Sep 10 15:31:40 IST 2026","27703","Suite","M2006C3MII","com.intelehealth.tests.StartVisit3And4StepsTest","com.intelehealth.tests.StartVisit3And4StepsTest","IDA4_2585_verifyThreeOfSixQuestionsNormalSlowOption","Verify when user clicks Normal/Slow option in 3 of 6",""
"passed","Fri Sep 11 18:30:48 IST 2026","Fri Sep 11 18:30:56 IST 2026","7869","Suite","M2006C3MII","com.intelehealth.tests.ChangeLanguageAndProtocolTest","com.intelehealth.tests.ChangeLanguageAndProtocolTest","IDA4_2032_verifyLanguageSelectionFromDropdown","Verify that User can select the language from the dropdown",""
"skipped","Fri Sep 11 17:06:39 IST 2026","Fri Sep 11 17:06:39 IST 2026","933","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2498_verifyUserAbleToSelectAnyOptionInSevenOfTwelveQuestions","Verify whether user able to select any options in 7 of 12",""
"unknown","Fri Sep 11 12:56:36 IST 2026","Fri Sep 11 12:56:36 IST 2026","1","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2474_selectNumberAndVerify","Verify selecting any duration in 3 of 12",""
"broken","Fri Sep 11 17:33:30 IST 2026","Fri Sep 11 17:38:07 IST 2026","276414","Suite","M2006C3MII","com.intelehealth.tests.VisitSummaryTest","com.intelehealth.tests.VisitSummaryTest","IDA4_2185_verifyUserIsAbleToClickPhoto","Verify user is able to click photo",""
"skipped","Fri Sep 11 17:07:03 IST 2026","Fri Sep 11 17:07:04 IST 2026","978","Suite","M2006C3MII","com.intelehealth.tests.StartVisit1And2StepsTest","com.intelehealth.tests.StartVisit1And2StepsTest","IDA4_2538_selectAssociatedSymptomsTwentyOptionsAndVerify","Verify whether user can select options for all 20 symptoms",""
